iter	RMSE
961	177.7343057
962	177.7012473
963	177.6517369
964	177.6174191
965	177.5816694
966	177.5516588
967	177.519954
968	177.4651311
969	177.4558634
970	177.4242244
971	177.4058654
972	177.3562436
973	177.3050395
974	177.2832526
975	177.2678642
976	177.2380866
977	177.2180444
978	177.19248
979	177.1415245
980	177.1152177
981	177.0865409
982	177.063723
983	177.0482473
984	177.0110711
985	176.974604
986	176.9507643
987	176.9085485
988	176.8918058
989	176.866685
990	176.824697
991	176.8004567
992	176.7677156
993	176.7185388
994	176.671023
995	176.6262148
996	176.5821105
997	176.5514314
998	176.5140074
999	176.4819176
